"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,"Visitas ao perfil",Respostas,Navegação,"Toques em figurinhas","Cliques no link",Views,Likes,Shares,"Profile visits",Replies,"Link clicks",Navigation,Follows,"Sticker taps"
18047615906735048,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Esência Capilar Elizavecca CER-100 Collagen Coating Hair A+ Muscle de 150 ml U$ 18.00-R$ 91.98 Valor sujeito a alteração  Distribuidor oficial da marca Elizavecca",20,"04/15/2026 06:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3875867649629077800,"Story do Instagram",,Total,4931,4579,11,3,,1,0,4846,,1
18044296349767818,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/15/2026 06:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3875863424127832164,"Story do Instagram",,Total,5077,4630,10,0,,4,0,4978,,
18578129296004554,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Óleo Capilar Elizavecca CER-100 Hair Muscle Essence Oil 100 ml U$ 13.00-R$ 66.43 Valor sujeito a alteração  Distribuidor oficial da marca Elizavecca",16,"04/15/2026 06:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3875861459020885960,"Story do Instagram",,Total,5091,4690,16,8,,2,0,4817,,1
18127755196598260,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/15/2026 06:07",https://www.instagram.com/stories/megaeletronicosoficialpy/3875859119916281976,"Story do Instagram",,Total,5074,4749,13,3,,3,0,4966,,
18062453765397954,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Capilar Elizavecca CER-100 Collagen Coating Protein Ion Injection 50 ml U$ 11.00-R$ 56.21 Valor sujeito a alteração  Distribuidor oficial da marca Elizavecca",17,"04/15/2026 05:44",https://www.instagram.com/stories/megaeletronicosoficialpy/3875847935947288406,"Story do Instagram",,Total,5158,4800,12,6,,4,1,4953,,2
18115314409709560,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O shampoo Elizavecca CER-100 Collagen Helltornado limpa profundamente enquanto trata o couro cabeludo, ajudando a controlar a oleosidade, caspa e células mortas. Além disso, hidrata, fortalece e deixa o cabelo mais saudável, macio e com brilho Distribuidor oficial da marca Elizavecca 🌸",20,"04/15/2026 05:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3875845877701669937,"Story do Instagram",,Total,5534,5135,12,2,,1,0,5113,,
18073355366248170,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Shampoo Elizavecca CER-100 Collagen Coating Hair A+ Muscle Helltornado 500 ml U$ 19.00-R$ 97.09 Valor sujeito a alteração  Distribuidor oficial da marca Elizavecca",11,"04/15/2026 05:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3875841936934932957,"Story do Instagram",,Total,5347,4930,13,6,,5,0,5038,,3
18367837027164096,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O Shampoo Elizavecca CER-100 limpa enquanto trata os fios, ajudando a hidratar, fortalecer e dar brilho ao cabelo 
Ideal para cabelos secos ou danificados, ele cria uma proteção que deixa o cabelo mais saudável e macio Distribuidor oficial da marca Elizavecca ✨",20,"04/15/2026 05:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3875839674904829441,"Story do Instagram",,Total,5811,5317,13,4,1,6,0,5367,,
18099709945991962,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Shampoo Elizavecca CER-100 Collagen Coating Hair A+ Muscle 500 ml U$ 19.00-R$ 97.09 Valor sujeito a alteração  Distribuidor oficial da marca Elizavecca",16,"04/15/2026 05:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3875837860448925938,"Story do Instagram",,Total,5654,5131,17,21,1,9,1,5201,,3
18108027661889610,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Te esperamos até as 16:30 🤩 Bom dia pessoal",23,"04/15/2026 05:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3875834879540289920,"Story do Instagram",,Total,6009,5411,30,1,3,29,1,5565,,
18119546797631465,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/14/2026 16:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3875449639563023342,"Story do Instagram",,Total,5602,4816,10,8,1,32,1,4933,34,
17891953176328093,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/14/2026 16:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3875449589743091459,"Story do Instagram",,Total,5484,4913,13,2,,12,0,5193,24,
18093438263141425,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/14/2026 16:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3875449548622128242,"Story do Instagram",,Total,5747,5162,16,10,,19,0,5374,14,
17923383648289385,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Masculino Armaf Dubai Nights Midnight EDP 100 ml U$ 25.00-R$ 127.50 Valor sujeito a alteração  Distribuidor oficial da marca Armaf",20,"04/14/2026 11:44",https://www.instagram.com/stories/megaeletronicosoficialpy/3875311585019308338,"Story do Instagram",,Total,1391,1255,5,1,,5,0,1313,,
17884470786475829,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Masculino Armaf Club De Nuit Bling EDP 75 ml U$ 36.00-R$ 183.60 Valor sujeito a alteração  Distribuidor oficial da marca Armaf",24,"04/14/2026 11:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3875300569074718101,"Story do Instagram",,Total,5979,5137,22,9,1,37,2,5653,,6
17943757047175163,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Feminino Armaf The Pride Of Armaf Rose Oud EDP 100 ml U$ 19.00-R$ 96.90 Valor sujeito a alteração  Distribuidor oficial da marca Armaf",19,"04/14/2026 10:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3875270074320397852,"Story do Instagram",,Total,6079,5222,14,5,,8,1,5727,,3
17891565186456551,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Feminino Armaf Club De Nuit Lionheart Woman EDP 100 ml U$ 24.50-R$ 124.95 Valor sujeito a alteração  Distribuidor oficial da marca Armaf",24,"04/14/2026 10:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3875268178016850909,"Story do Instagram",,Total,6243,5395,24,7,,8,2,5829,,
18034770269629576,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Perfume Feminino Armaf Odyssey Candee Especial Edition EDP 100 ml U$ 16.50-R$ 84.15 Valor sujeito a alteração  Distribuídor oficial da marca Armaf",35,"04/14/2026 10:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3875265979379463632,"Story do Instagram",,Total,6258,5458,27,13,2,15,0,5836,,4
18066784709335119,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Consulte todos os produtos da Medicube aqui 👇🏻 Distribuidor oficial da marca Medicube",8,"04/14/2026 07:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3875179123849634188,"Story do Instagram",,Total,6170,5376,15,4,,18,4,5732,,62
17943668160179095,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Adaptador de Rejuvenescedor Facial Medicube Age-R Booster Cleanser Devic Head U$ 85.00-R$ 434.35 Valor sujeito a alteração  Distribuidor oficial da marca Medicube",19,"04/14/2026 07:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3875162480482275366,"Story do Instagram",,Total,6065,5429,16,12,1,13,1,5649,,2
18100946212804741,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial Medicube Azelaic Acid Exosome Shot 2000 de 30 ml U$ 20.00-R$ 102.20 Valor sujeito a alteração  Distribuidor oficial da marca Medicube",5,"04/14/2026 06:53",https://www.instagram.com/stories/megaeletronicosoficialpy/3875157786863150988,"Story do Instagram",,Total,6044,5543,9,3,,8,0,5407,,14
18098627134820749,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial Medicube Red Serum 2.0 Plus de 55 ml U$ 19.00-R$ 97.09 Valor sujeito a alteração  Distribuidor oficial da marca Medicube",6,"04/14/2026 06:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3875155013522235494,"Story do Instagram",,Total,6211,5659,12,3,2,3,1,5615,,1
18168424288418801,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial Medicube PDRN Pink Peptide de 30 ml U$ 29.00-R$ 148.19 Valor sujeito a alteração  Distribuidor oficial da marca Medicube",7,"04/14/2026 06:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3875151652760673352,"Story do Instagram",,Total,6434,5804,16,8,2,9,0,5716,,3
18052799150727197,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Textura leve, ativos poderosos e resultados que aparecem✨ Vem ver esses séruns da Medicube Distribuidor oficial da marca Medicube 🌸",8,"04/14/2026 06:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3875146505074593763,"Story do Instagram",,Total,6532,6021,21,5,2,13,1,5851,,
18048274877741927,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Distribuidor oficial da marca Medicube  Acompanha comigo essa marca maravilhosa ✨💆🏻‍♀️",16,"04/14/2026 06:24",https://www.instagram.com/stories/megaeletronicosoficialpy/3875142898375829227,"Story do Instagram",,Total,7323,6639,41,2,4,71,2,6631,,
17885438340498228,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/13/2026 06:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3874420831988242649,"Story do Instagram",,Total,5592,4724,15,22,4,45,0,5239,40,
18093191903467829,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Distribuidor oficial da marca Dr.Melaxin",11,"04/13/2026 06:21",https://www.instagram.com/stories/megaeletronicosoficialpy/3874416720513984445,"Story do Instagram",,Total,5341,4827,8,2,,9,0,5149,,11
17858299818630328,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Base Heimish Artless Glow SPF 50 PA++++ U$ 22.00-R$ 113.30 Valor sujeito a alteração",26,"04/13/2026 05:42",https://www.instagram.com/stories/megaeletronicosoficialpy/3874397111656204743,"Story do Instagram",,Total,5288,4816,5,2,,12,0,5133,,2
18345809161211930,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Adesivo para Acne Cosrx Pimple Master Patch - 24 Unidades U$ 4.50-R$ 23.18 Valor sujeito a alteração",27,"04/13/2026 05:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3874395070816976346,"Story do Instagram",,Total,5382,4913,6,8,,10,1,5205,,16
18066004763674815,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Gel Facial de Limpeza COSRX Low pH Good Morning Gel Cleanser U$ 12.00-R$ 61.80 Valor sujeito a alteração",20,"04/13/2026 05:34",https://www.instagram.com/stories/megaeletronicosoficialpy/3874392935740074396,"Story do Instagram",,Total,5417,5106,9,2,,7,1,5270,,3
18051922061716199,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial Dr.Melaxin Cemenrete Cyano Pink Spicule de 30 ml U$ 28.00-R$ 144.20 Valor sujeito a alteração  Distribuidor oficial da marca Dr.Melaxin",13,"04/13/2026 05:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3874390870431226312,"Story do Instagram",,Total,5570,5262,5,0,,12,2,5399,,
18039147113578392,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Esfoliante Facial Dr.Melaxin Peel Shot Black Rice Ampoule U$ 24.00-R$ 123.60 Valor sujeito a alteração  Distribuidor oficial da marca Dr.Melaxin",16,"04/13/2026 05:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3874388492193725914,"Story do Instagram",,Total,5778,5414,7,3,,1,0,5568,,1
18137954827458813,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Bálsamo Facial de Limpeza Dr.Melaxin Cemenrete Calcium Volume Multi Balm U$ 19.00-R$ 97.85 Valor sujeito a alteração  Distribuidor oficial da marca Dr.Melaxin",14,"04/13/2026 05:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3874385499255809731,"Story do Instagram",,Total,6036,5621,7,4,,14,1,5711,,5
18099316906953274,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Bom dia meus amores!! ✨ ✨ Depois que você conhece isso, sua rotina nunca mais é a mesma",15,"04/13/2026 05:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3874380872376471408,"Story do Instagram",,Total,6891,6260,24,4,3,44,8,6317,,
17942879991078230,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,20,"04/11/2026 11:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3873122473626112982,"Story do Instagram",,Total,4018,3763,8,0,1,36,2,3911,,
18196884025356512,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,19,"04/11/2026 11:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3873121715614754016,"Story do Instagram",,Total,4024,3828,7,1,,6,2,3955,,
17917274643343662,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,11,"04/11/2026 11:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3873121357580549604,"Story do Instagram",,Total,4062,3903,5,0,,4,0,3983,,
18048039488563958,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,14,"04/11/2026 11:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3873120947092401727,"Story do Instagram",,Total,4127,3970,7,0,,6,0,4062,,
18121205794619723,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,16,"04/11/2026 11:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3873120868994450651,"Story do Instagram",,Total,4312,4041,8,1,,4,0,4208,,
17984664509973170,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,16,"04/11/2026 11:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3873120690392655081,"Story do Instagram",,Total,4590,4215,9,2,,10,1,4403,,
17930729064240846,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Quer deixar seu cabelo com fios mais fortes e densos olha esse produto 👇🏻",8,"04/11/2026 07:44",https://www.instagram.com/stories/megaeletronicosoficialpy/3873008785128785899,"Story do Instagram",,Total,4182,3815,8,4,,12,0,3926,,58
18048135680738631,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O luxo que sua pele merece 💖✨",10,"04/11/2026 07:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3873001593080216275,"Story do Instagram",,Total,4114,3880,5,2,,2,0,4013,,15
18114299500689887,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Consulte esse Link 👇🏻 Revendedores oficiais altorizada da marca Medicube",12,"04/11/2026 07:23",https://www.instagram.com/stories/megaeletronicosoficialpy/3872998506944905398,"Story do Instagram",,Total,4201,3970,5,3,,2,0,4055,,47
18108892661506792,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Cuidado com a pele ?👇🏻",17,"04/11/2026 07:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3872993722468731826,"Story do Instagram",,Total,4222,4025,4,0,,1,0,4127,,22
18051923468509911,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Confira a linha completa aqui 👇🏻",13,"04/11/2026 07:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3872991909027895786,"Story do Instagram",,Total,4618,4356,4,5,,5,0,4228,,20
18117059509655921,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Acesse ao link aqui👇🏻🌸",9,"04/11/2026 05:54",https://www.instagram.com/stories/megaeletronicosoficialpy/3872953862680816639,"Story do Instagram",,Total,4428,4130,7,1,1,8,0,4280,,46
18161481526429077,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/16/2026 08:43",https://www.instagram.com/stories/megaeletronicosoficialpy/3876662688953259961,"Story do Instagram",,Total,7661,6616,17,15,1,15,1,6660,8,
18079061714627717,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",@celimax.global,13,"04/02/2026 06:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3866450283665154990,"Story do Instagram",,Total,4679,4227,11,2,,2,0,4338,,36
17854064211690624,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",@celimax.global,39,"04/02/2026 06:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3866441256549861266,"Story do Instagram",,Total,4681,4267,8,0,,3,0,4588,3,11
18133515643546009,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Tratamento Capilar Tsubaki Premium Moist & Repair Treatment 160 g U$ 17.00-R$ 87.04 Valor sujeito a alteração",11,"04/11/2026 05:38",https://www.instagram.com/stories/megaeletronicosoficialpy/3872945695322372305,"Story do Instagram",,Total,4518,4244,5,2,1,4,0,4297,,2
17994633782946362,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Condicionador Tsubaki Premium EX Damage Care & Repair Refill 300 ml U$ 14.00-R$ 71.68 Valor sujeito a alteração",11,"04/11/2026 05:30",https://www.instagram.com/stories/megaeletronicosoficialpy/3872942789516948495,"Story do Instagram",,Total,4619,4292,3,0,,4,0,4349,,1
17856393744635662,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Condicionador Tsubaki Premium Moist & Repair Refill 300 ml U$ 19.00-R$ 97.28 Valor sujeito a alteração",18,"04/11/2026 05:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3872938866576064451,"Story do Instagram",,Total,4738,4374,13,2,,6,0,4482,,8
18105202672907810,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","e você precisa ver isso 👀 A linha que promete brilho, força e hidratação",15,"04/11/2026 05:21",https://www.instagram.com/stories/megaeletronicosoficialpy/3872936936416022265,"Story do Instagram",,Total,4792,4442,14,6,1,3,0,4402,,
17937402918037648,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Venham degustar de um café da manhã pelas mãos de @quanta.cd ☕️",21,"04/11/2026 05:15",https://www.instagram.com/stories/megaeletronicosoficialpy/3872933928680628658,"Story do Instagram",,Total,5186,4739,9,1,,8,1,4823,3,
18063882026356209,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Te esperamos até as 15:00 🤩🔥 Vem aproveitar, hoje temos coisas boas pra vocês",35,"04/11/2026 04:52",https://www.instagram.com/stories/megaeletronicosoficialpy/3872922239465204990,"Story do Instagram",,Total,7246,6270,23,7,3,27,2,4985,,
18079916129120626,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/10/2026 17:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3872584160049712928,"Story do Instagram",,Total,4919,4469,5,2,,17,0,4758,14,
18091395527237359,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"04/10/2026 17:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3872583885322816952,"Story do Instagram",,Total,4933,4585,6,3,,5,0,4788,8,
